comment,label
노래할때보다 지금이 더 이뻐보임....ㅋㅋㅋ ??,0
고정으로 나오게 해주세요 바쁜 생활속에 보고있으면 은근 마음이 편해지고 차분해지네요,0
완전 매력적임 허당미 ㅋㅋㅋ 넘 욱끼고,0
고정가자,0
언니ㅠㅠㅠ진짜 보는내내 귀여워주글뻔 ㅠㅠㅠ,0
예능 한편으로 한 사람을 평가하기는 힘들지만 좋은 사람 같다.,0
확실히 섭외 잘하는게 멤버들 말에 웃어주고 반응좋고 그런쪽으로 요새 잘섭외하는거같음 그리고 솔직하고 근래 게스트들 반응 다좋았음 작년만해도 호불호갈리는 게스트많았는데 요새 다좋네,0
태평천하 나무늘보 캐릭터 ㅇㅈ ㅋㅋㅋ 눈치가 없고 좀 둔해도 이런 친구가 인기도 많고 편하게 오래오래 가는 스타일임...,0
간만에 나혼자산다 같았음,0
얼간이 멤버 시켜줘라!!! 적합함. 게스트편중에 가장 집중하고봤음ㅋㅋㅋ,0
편하게 잘봤어요 ㅎㅎㅎ 은근 성격좋은듯,0
먹방 같은 시시한 컨텐츠 말고 이런것 좀 많이 보여주길,0
스쿠터 넘어지는거 보고 깜짝놀랐네ㅋㅋ혼자 넘어지다니ㅋㅋ,0
정작 본인은 덤덤한데  보는 우리는 긴장 조마조마 ㅋㅋ  주차할때    티비   망가지는줄,0
그 허스키한 하하하하 웃는게 ㅋㅋ귀여웠어요#~ ㅋㅋㅋ 그 웃음소리듣자마자.저도 따라웃게된다는 ㅋㅋ언니응원해요!,0
그보다 어머님 73세라는거에 더 놀람.. 엄청난 동안이시던데,0
넘어지는거진짜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 뿜었다ㅋㅋㅋㅋㅋㅋㅋㅋ,0
"한거는 별로 없는데 진짜 웃겼음. 엄마랑 강아지 앙상블ㅋㅋㅋ 괜히 설정한티 나게 이것저것 안하고, 진짜 평범한 일상이 좋았음",0
설정아니던데ㅋㅋㅋㅋㅋ 주변사람들한테 항상 고마워해야할듯 어제 재밌엇다,0
성격 수더분한듯ㅋㅋ 옆에있면 편할거같아,0
손은 많이 가는데 착해서 가까이 두고 싶은 사람 같더라만...아우 자꾸 사고칠 것 같아서 조마조마..불 피우는 거 안했으면좋겡다 혼자있을땐.,0
요즘  많이 웃기네..재밌어요~,0
오토바이에서 넘어진거 너무 ㅋㅋㅋㅋㅋ 웃겨 ㅋㅋ시민이 도와주고 ㅋㅋㅋㅋㅋㅋㅋ 고정 멤버 해주세요. 매력이 넘치네. 하지만 답답한 부분도 있지만 사람이니 뭐 모자랄수도 있죠 어디 완벽한 사람이 있나요 그리고 끼도 있고 한거 같은데 너무 재밋게 봤어요,0
ㅋㅋ쇼파에불붙어도멍하니있을꺼같다는기안의띵언~~ㅋㅋ진짜간만에너무재밌었음,0
오토바이에서 넘어질때ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 역대급으로 웃겼음,0
어제 너무 재미나게 봤어요~ 듣는사람마저 기분좋아지게만드는 웃음소리 너무 좋았어요~ 고정멤버해주세요~~~ ㅋㅋㅋ,0
주차장에서 어머니가 티비 급하게 안치우셨으면 깨졌을듯ㅋㅋㅋㅋㅋ 오토바이랑 넘어진 이후로 조마조마하며 봄,0
세상 도도하고 세보이는데 이렇게 허당이라니 ㅋㅋㅋㅋㅋ 너무 매력적이네요 재밌었어요,0
옛날에 알아봤지 놀리면 반응이 즉각즉각 나와서 놀려먹기 딱 좋은 바보언니,0
차에 tv 겨우 구겨넣고 그 고생을 하고도 해맑게 웃으며 노래 틀어놓고 따라부르는 모습ㅋㅋㅋ 새침 도도할줄 알있는데 반전매력 재밌고 좋았어요 고정가도 좋을듯...,0
애 재우고 보다가 넘어지는거 보고 뿜어서 애 깰뻔 ㅋㅋㅋㅋㅋㅋㅋ 넘어지고도 본인은 안놀라ㅋㅋㅋㅋ 한두번이 아닌거지 ㅋㅋㅋㅋㅋ,0
여배우 둘 조합 좋더라 약간 둔하지만 착한 언니랑 여시같지만 센스있는 동생 ㅋㅋ 곰이랑 여우같은데 둘다 호감,0
진짜 각본없이 간만에 리얼 보는듯. 엄마 잔소리도 최고. ㅋㅋㅋ 성격도 최고. 자주 나와주길.,0
넘 귀여우시고 성격도 좋아보여요~  최근 게스트 중에 젤 잼났어요^^,0
"자연스러운 모습이 보기 좋았어요~ TV 옮기는거 보면서, 혼자 살 때 정말 불편한 점이라서 공감하면서 봤네요.ㅋㅋ",0
바이크 자빠지는거 진짜 압권이였다ㅋㅋㅋㅋㅋㅋㅋ,0
여자들이 좋아하는 친구스타일♥,0
연기를 넘넘 잘해서 정말 좋아짐~어제 나온다고 해서 챙겨봤더니 인간미 넘치고 허당끼에 솔직해서 더더 좋아졌네용~근데 혼자있을땐 제발 불은 피우지 마시길ㅋㅋㅋ,0
이 언니 정말 매력?? 동생인 나도 챙겨줘야 할것같은 그런 망손 긍정손여사??,0
저렇게 느릿느릿한데 긍정적이고 해맑은거 넘 좋았어 ㅋㅋㅋㅋㅋ서투른데 고집도 있어 ㅋㅋㅋ대박 웃겨 ㅋㅋㅋ,0
스쿠터에서 넘어질때 표정 빵 터짐,0
손담비편 역대최고 랭킹에 들어갈듯요~~ 많이 웃었네요   ^&,0
엄청 웃었어요~~진짜 행복 호르몬 막 솟구치는 기분였어요..엄마 잔소리랑 대비되는 모습에 빵 터졌네요..간만에 실컷 웃음,0
반전매력 뿜뿜!!,0
진짜 일상생활보는거같았어요ㅋㅋㅋㅋㅋ간만에 진짜재밌게 웃으면서본듯ㅋㅋㅋㅋ,0
고정 하면 좋겠던데 새로운 캐릭터 여자 얼간이로 ㅋ,0
똥손..망손...넘 잼났어요^^ 이렇게 좌충우돌 혼자사는 분들 마니마니 섭외해쥬세요~!!!♥ 멋졍~,0
진짜 잼났음.손담비 여자얼로 고정 가자!,0
예뻐보이려고 의식 안하고 편안하게 일상 보내는 모습이 좋았다 허당미 귀여워 흥하자 언니가 응원한다,0
보는 재미있고 캐릭터 있고 좋았음 ㅋㅋ 친구로써는 좋은데 같이 살면 속터지고 옆사람 스트레스 주는 스타일이니 계속 혼자 살면서 나혼산 멤버 되믄 좋겠다 ㅋ,0
와.... 진짜 최고였다!!,0
매력 쩐다 ^^여우인줄 알았는데  나무늘보 ^^넘 잼나게 봤어요~~~눈도 힐링됨,0
고정 가즈아~~ 넘 재미있게 봤어요ㅋㅋ,0
귀엽네 ㅋㅋㅋㅋㅋ,0
"예쁜 우리 언니, 꽃길만 걸어요~♡",0
손많이 가는 손여사 ㅋ인간적이고 재미났어요!,0
웃는거 털털하더라 ㅋㅋ,0
스쿠터 넘어진 장면 진짜 위험할수도 있었지만 너무 빵터졋어요 ㅠㅠ ㅋㅋㅋㅋㅋㅋ ,0
팬됐어요~,0
너무 웃으면서 봤어요^^~불안 불안 하기도 하고~,0
별거 없이 큰 에피소드가 없이도 재밌었습니다 자주 봬요,0
딱 향미 그자체더라ㅎ 그간있던 편견 다 깨짐,0
스쿠터 타고 넘어졌을때 진짜 뿜었네 ㅋㅋㅋ,0
매력있더라,0
평소 화장보다 수수한 모습이 더 예쁘고 멋있어보였음ㅠㅜㅜ 이목구비 뚜렷하고 시원시원하게 생겨서 그런가 암튼 성격도 좋아보이고 재밌었어요 !!,0
어머니 너무 고우시고 동안이시고 너무 재밌으시다 네버엔딩 잔소리하시는데 우리엄마인줄 ㅋㅋ현실엄마 딸  케미 꿀잼 느릿느릿 허당인데 긍정적이고 밝고 매력적임딱 향미  그자체 또 나와주세용  신입여얼  강추,0
아 겁나웃겼음ㅋㅋㅋㅋ,0
호감등극 ㅎㅎ,0
엄청 웃었네  매력있어,0
보고빵터짐  ㅋㅋㅋ,0
귀엽네.,0
가식1도없는 허당미♡,0
허당미 개웃겨,0
어제 진짜 꿀잼ㅋㅋㅋㅋㅋ,0
어제 너무 웃겼다!,0
고정됐으면  너무재밌음 허당미폭발 웃김~?,0
고정 갑시다 ㅎㅎ 넘 재밌었어요,0
간만에 잼있게 봄 ^^,0
잘봣엉ㅋㅋ,0
너무 이쁘고 너무 좋아요~♡어제 아이들과 재밌게 봤어요~^^,0
너무 웃껴음,0
느린데 웃곀ㅋㅋㅋ 의외였고 귀여움ㅋㅋㅋ,0
언니 너무 이뻐요????,0
저런 호탕한 웃음소리는 사람이 뒤가 없다.,0
좀있다 재방송 또 봐야지^^ 반전매력 담주도 기대 할게요^^,0
팬입니다!! 연기도 잘하시고 성격도 좋고 최고~~,0
너무 웃겨요 좋아요,0
진짜 갈수록 존예,0
좋아요 좋아^^,0
매력터지네 도도햐보였는데 인간미 넘침^^,0
연기 기대할께요!굿!,0
고정했으면 좋겠어요 소소해서 보기 좋았어요,0
간만에 조금 웃겼다. 고정 가겠던데.,0
손담비 되게 웃기더라 ㅋㅋㅋ 손담비가 다했음,0
원래 배우들나오면 개노잼인데 의외로 재밌더라 ㅋㅋㅋㅋㅋ,0
TV 옮길때가 제일 웃기던데,0
진짜 꿀잼 ㅋㅋㅋㅋ 꽈당,0
귀여워 ㅎㅎ,0
완전 반전매력 ㅋㅋㅋㅋ 스쿠터타고 넘어지는거 진짜 웃곀ㅋㅋ,0
ㅋㅋㅋ앜ㅋㅋ웃곀ㅋㅋ매력터져요언니,0
ㅋㅋㅋㅋ스릴넘치게 봤어요,0
재출연 원츄요,0
간만에 재방 볼 만한 방송 이었음....,0
보는 내내 무슨 스릴러를 보는듯 두주먹 움켜쥐고 긴장하고 봤네요..어찌그리 불안불안하게 생활하시는지..여태 큰사고 없었던게 축복이다 싶어요..간만에 즐거웠네요~^^*,0
개웃기던데 나보는거같아섴ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 손으로 하는거 다못해!!! 내가 늘 듣던말이라 순간 움찔ㅋㅋㅋ,0
간만에 재미있게 보았습니다 ~~~^♡^,0
엄마랑 다른 프로 나와도 재미있을듯요~~♡♡♡♡,0
행복한일상보내시다 좋은작품으로 또 보고싶어유~ 홧팅,0
진짜 빵 터졌음 ㅎㅎ 오랜만에 소리내서 웃었네요 ㅋ,0
"반전매력이 딱 어울리네요차가운 이미지였는데, 완전 허당미 넘치는게  더 매력적이네요",0
밉지않은 허당...귀엽네요~,0
디게성격 좋구 허당이고 ㅋㅋㅋ 어머니가 시집 잔소리 하는거 ㅋㅋㅋ 전국의 미혼들이 공감햇을듯ㅋㅋㅋ 별로 조아하지 않앗는데 어제 보구 호감됫음 진짜 나혼자산다랑 딱 어울리는 게스트였어요!!,0
어제넘잼있었어요^^,0
새로운 분들 기대하고 보는데 나올때마다 좀 실망하고 잼 없었는데ㅜ어제 ㅋㅋ 재미있었어요 ㅎㅎ 그냥 유쾌하고 있는그대로 ㅎ,0
기대하나도 안했는데 재밌었음  오바도없고 자연스러워서 보는데 부담이 없었음,0
진짜 너무 웃김ㅋㅋㅋ 멤버들 일상보다 더 웃김ㅋㅋㅋ티비 옮길때 왤케 웃긴지ㅋ,0
너무 이쁨!!!!!!!,0
크게 관심없었는데 뭔가 어제는 좀 매력적이더라,0
